,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,accessom2.nml -> date_manager_nml -> forcing_end_date,ice/cice_in.nml -> icefields_nml -> f_aicen,ice/cice_in.nml -> icefields_nml -> f_vicen,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> restart,ice/cice_in.nml -> setup_nml -> runtype
,157,1997-04-01T00:00:00,1997-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output157,95.586,,,Andrew Kiss,2020-07-12T15:07:58,8386463,0,[],normal,34968.96,3.372777777777778,140356.18285714285,13.537440476190476,0.01694444444444443,247588.1458657707,1.7639988550968968,3993.5999999996275,5184,4358,799,0.109,1344.532899,4636.21,1336.5,"[80, 75]",sectrobin,40,30,540,80,2,bd35351caa72c04d7f9afd60ceedaeb23600afc6,2020-07-12 12:23:01 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-12 11:45:58: Run 157', 'update run summary']",540,2019-01-01T00:00:00,md,md,1017360,True,continue
,158,1997-07-01T00:00:00,1997-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output158,95.92,,,Andrew Kiss,2020-07-12T18:33:47,8395593,0,[],normal,35429.76,3.417222222222222,140659.9982608696,13.566743659420291,0.01305555555555582,247884.9513320917,1.7622988368900838,3983.3600000003353,5184,4358,799,0.107,1341.897909,4589.83,1332.65,"[80, 75]",sectrobin,40,30,540,80,2,9c829bd9284fb7513e1224e4ba2e8b549ba82565,2020-07-12 15:48:04 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-12 15:09:05: Run 158', 'update run summary']",540,2019-01-01T00:00:00,md,md,1023840,True,continue
,159,1997-10-01T00:00:00,1998-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output159,96.673,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart159,43.735,Andrew Kiss,2020-07-12T21:59:11,8398932,0,[],normal,35308.8,3.4055555555555554,140179.7739130435,13.520425724637683,0.017777777777777892,247539.78578383644,1.765873769616654,3983.3600000003353,5184,4358,799,0.11,1366.842202,4493.53,1358.96,"[80, 75]",sectrobin,40,30,540,80,2,d6ba63c29bd9548c6f8fa479956198e025c0ed44,2020-07-12 19:26:31 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-12 18:35:16: Run 159', 'update run summary']",540,2019-01-01T00:00:00,md,md,1030320,True,continue
,160,1998-01-01T00:00:00,1998-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output160,95.508,,,Andrew Kiss,2020-07-13T01:18:08,8403050,0,[],normal,34246.08,3.3030555555555554,138982.008,13.404900462962964,0.012777777777777999,247873.10982658959,1.783490635900077,3942.4000000003725,5184,4358,799,0.107,1292.996865,4573.65,1281.95,"[80, 75]",sectrobin,40,30,540,80,2,be47d7daa14cff85bc7c0d1106009d9af61844a7,2020-07-12 22:37:20 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-12 22:00:13: Run 160', 'update run summary']",540,2019-01-01T00:00:00,md,md,1036800,True,continue
,161,1998-04-01T00:00:00,1998-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output161,95.565,,,Andrew Kiss,2020-07-13T13:12:41,8418213,3,"[8410470, 8411138, 8411834]",normal,34790.4,3.3555555555555556,139639.49010989012,13.468315018315018,8.55361111111111,70111.50514309706,0.5020893809331616,3911.679999999702,5184,4358,799,0.105,1286.721733,4573.77,1278.03,"[80, 75]",sectrobin,40,30,540,80,2,d053b6ac8356279d64168c06a083c5dc83ed2881,2020-07-13 09:07:30 +1000,"manifests/restart.yaml, resub.sh, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-13 01:19:24: Run 161', 'update run summary', 'auto-resubmit on Segmentation fault: invalid permissions for mapped object error']",540,2019-01-01T00:00:00,md,md,1043280,True,continue
,162,1998-07-01T00:00:00,1998-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output162,95.87,,,Andrew Kiss,2020-07-13T16:38:22,8434670,0,[],normal,35467.2,3.4208333333333334,140808.63913043478,13.58108016304348,0.007222222222222019,248307.761121465,1.7634412395069803,3829.7599999997765,5184,4358,799,0.106,1324.319137,4709.68,1316.38,"[80, 75]",sectrobin,40,30,540,80,2,020a55a87b5a96e095588c755e1effbdbf37fb34,2020-07-13 13:53:59 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-13 13:13:36: Run 162', 'update run summary']",540,2019-01-01T00:00:00,md,md,1049760,True,continue
,163,1998-10-01T00:00:00,1999-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output163,96.787,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart163,43.763,Andrew Kiss,2020-07-13T20:03:39,8444463,0,[],normal,35432.64,3.4175,140671.43217391305,13.567846467391306,0.0038888888888890527,248549.1674920841,1.7668773513644265,3983.3600000003353,5184,4358,799,0.109,1354.133153,4618.26,1351.34,"[80, 75]",sectrobin,40,30,540,80,2,42f8a926827e581de44eb7b9f6ab333453c92463,2020-07-13 17:21:19 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-13 16:39:04: Run 163', 'update run summary']",540,2019-01-01T00:00:00,md,md,1056240,True,continue
,164,1999-01-01T00:00:00,1999-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output164,95.637,,,Andrew Kiss,2020-07-13T23:23:26,8448177,0,[],normal,34410.24,3.318888888888889,139648.224,13.469157407407408,0.01083333333333325,248022.41895386667,1.7760513657077852,3962.8799999998882,5184,4358,799,0.107,1302.800084,4620.53,1295.36,"[80, 75]",sectrobin,40,30,540,80,2,a6bc8f3a33a85ea5ab51c6a03d099a9342c0dc8c,2020-07-13 21:01:56 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-13 20:04:49: Run 164', 'update run summary', 'update run summary']",540,2019-01-01T00:00:00,md,md,1062720,True,continue
,165,1999-04-01T00:00:00,1999-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output165,95.583,,,Andrew Kiss,2020-07-14T02:45:06,8451861,0,[],normal,34781.76,3.354722222222222,139604.81142857144,13.464970238095237,0.006388888888888999,248359.01355371904,1.7790147131196226,3983.3600000003353,5184,4358,799,0.107,1308.916187,4553.71,1303.06,"[80, 75]",sectrobin,40,30,540,80,2,903d6d70198a8087b47c4498738de35198d5c773,2020-07-14 00:00:49 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-13 23:24:25: Run 165', 'update run summary']",540,2019-01-01T00:00:00,md,md,1069200,True,continue
,166,1999-07-01T00:00:00,1999-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output166,95.832,,,Andrew Kiss,2020-07-14T06:09:29,8455492,0,[],normal,35262.72,3.401111111111111,139996.83130434784,13.502780797101451,0.005277777777777715,248446.4656283128,1.774657778419281,3983.3600000003353,5184,4358,799,0.103,1280.790603,4686.78,1268.4,"[80, 75]",sectrobin,40,30,540,80,2,9f2a90d5401422dcac5a2e9595acbb9c14281d48,2020-07-14 03:44:57 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-14 02:45:54: Run 166', 'update run summary']",540,2019-01-01T00:00:00,md,md,1075680,True,continue
,167,1999-10-01T00:00:00,2000-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output167,96.615,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart167,43.754,Andrew Kiss,2020-07-14T09:34:07,8457039,0,[],normal,35331.84,3.4077777777777776,140271.2452173913,13.529248188405797,0.002777777777777768,248629.33507085845,1.772489683723379,4003.839999999851,5184,4358,799,0.107,1337.347936,4617.88,1339.53,"[80, 75]",sectrobin,40,30,540,80,2,3ed62739382e01a2180c5652f085721c813de736,2020-07-14 07:01:25 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-14 06:10:08: Run 167', 'update run summary']",540,2019-01-01T00:00:00,md,md,1082160,True,continue
,168,2000-01-01T00:00:00,2000-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output168,96.234,,,Andrew Kiss,2020-07-14T12:57:37,8459792,0,[],normal,35115.84,3.3869444444444445,140945.72043956042,13.59430173992674,0.004722222222222072,248485.55085995086,1.7629875535419686,4003.839999999851,5184,4358,799,0.115,1423.165319,4691.29,1355.56,"[80, 75]",sectrobin,40,30,540,80,2,95d1725ad243f592f54746a6b93ce98012770797,2020-07-14 12:11:54 +1000,"manifests/restart.yaml, metadata.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-14 09:34:51: Run 168', 'update run summary', 'update run summary', 'fixed created date in metadata.yaml']",540,2019-01-01T00:00:00,md,md,1088640,True,continue
,169,2000-04-01T00:00:00,2000-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output169,95.877,,,Andrew Kiss,2020-07-14T16:21:39,8464760,0,[],normal,35213.76,3.3963888888888887,141338.7454945055,13.632209249084248,0.004166666666666874,248527.1086423787,1.7583791887557125,3993.5999999996275,5184,4358,799,0.113,1396.970378,4630.46,1341.41,"[80, 75]",sectrobin,40,30,540,80,2,d70da02b6b97587cbce1b3b52f12a858fa8f908e,2020-07-14 13:36:20 +1000,"manifests/restart.yaml, run_summary.py, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-14 12:58:22: Run 169', 'update run_summary.py', 'update run summary']",540,2019-01-01T00:00:00,md,md,1095120,True,continue
,170,2000-07-01T00:00:00,2000-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output170,95.984,,,Andrew Kiss,2020-07-14T19:47:45,8476658,0,[],normal,35493.12,3.4233333333333333,140911.5443478261,13.59100543478261,0.011666666666666714,247986.86462882097,1.759876139152163,3993.5999999996275,5184,4358,799,0.104,1302.626596,4676.56,1297.99,"[80, 75]",sectrobin,40,30,540,80,2,3f8738aff3e9f1a243f9bebe526ac98de851a7b5,2020-07-14 17:06:48 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-14 16:22:54: Run 170', 'update run summary']",540,2019-01-01T00:00:00,md,md,1101600,True,continue
,171,2000-10-01T00:00:00,2001-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output171,96.612,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart171,43.762,Andrew Kiss,2020-07-14T23:12:20,8483694,0,[],normal,35320.32,3.4066666666666667,140225.5095652174,13.52483695652174,0.003055555555555589,248609.01409368636,1.7729228787580973,3983.3600000003353,5184,4358,799,0.107,1326.56993,4630.14,1323.43,"[80, 75]",sectrobin,40,30,540,80,2,02d6edb517a9a858e5a7844d9d9537b066afbafc,2020-07-14 20:29:55 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-14 19:48:26: Run 171', 'update run summary']",540,2019-01-01T00:00:00,md,md,1108080,True,continue
,172,2001-01-01T00:00:00,2001-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output172,95.664,,,Andrew Kiss,2020-07-15T09:20:21,8495872,1,[8490132],normal,34551.36,3.3325,140220.93600000002,13.524395833333333,6.801111111111112,81829.92527617115,0.5835785126706838,4003.839999999851,5184,4358,799,0.108,1322.426281,4573.39,1306.38,"[80, 75]",sectrobin,40,30,540,80,2,090d7b7f547419eec69f82634a10aefa2c5114dc,2020-07-15 06:53:30 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-14 23:20:17: Run 172', 'update run summary', 'update run summary']",540,2019-01-01T00:00:00,md,md,1114560,True,continue
,173,2001-04-01T00:00:00,2001-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output173,95.619,,,Andrew Kiss,2020-07-15T12:42:58,8497908,0,[],normal,35000.64,3.3758333333333335,140483.338021978,13.549704670329671,0.0011111111111108407,248750.12716953194,1.7706735237926656,3973.1200000001118,5184,4358,799,0.109,1347.686502,4647.08,1303.49,"[80, 75]",sectrobin,40,30,540,80,2,6bcdbea22bba33508035d863a4e6ac96c0f7d25d,2020-07-15 09:58:16 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-15 09:20:58: Run 173', 'update run summary']",540,2019-01-01T00:00:00,md,md,1121040,True,continue
,174,2001-07-01T00:00:00,2001-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output174,95.872,,,Andrew Kiss,2020-07-15T16:09:43,8504715,0,[],normal,35691.84,3.4425,141700.48434782607,13.667099184782609,0.0033333333333334103,248591.29189842805,1.7543432758368114,3983.3600000003353,5184,4358,799,0.105,1324.962006,4668.9,1317.47,"[80, 75]",sectrobin,40,30,540,80,2,88e727a6919485307323c6b6bba8cb9aeeca7fc5,2020-07-15 13:35:40 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-15 12:43:37: Run 174', 'update run summary']",540,2019-01-01T00:00:00,md,md,1127520,True,continue
,175,2001-10-01T00:00:00,2002-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output175,96.636,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart175,43.775,Andrew Kiss,2020-07-15T19:51:40,8516381,0,[],normal,35740.8,3.4472222222222224,141894.86086956525,13.685846920289856,0.2519444444444443,231884.44244199147,1.6341990190550155,3993.5999999996275,5184,4358,799,0.108,1359.700364,4680.4,1356.85,"[80, 75]",sectrobin,40,30,540,80,2,e4cfe68b64b072611185bbcd24df46e95cbb0d1c,2020-07-15 16:58:23 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-15 16:25:43: Run 175', 'update run summary']",540,2019-01-01T00:00:00,md,md,1134000,True,continue
,176,2002-01-01T00:00:00,2002-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output176,95.955,,,Andrew Kiss,2020-07-15T23:13:30,8522590,0,[],normal,34839.36,3.3602777777777777,141389.736,13.637127314814816,0.0036111111111112315,248564.88059455,1.7580121982443615,3932.160000000149,5184,4358,799,0.107,1315.944956,4733.87,1314.34,"[80, 75]",sectrobin,40,30,540,80,2,1dac2596e673a2dc675692a49560b4bde61a806b,2020-07-15 20:40:07 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-15 19:52:25: Run 176', 'update run summary']",540,2019-01-01T00:00:00,md,md,1140480,True,continue
,177,2002-04-01T00:00:00,2002-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output177,95.581,,,Andrew Kiss,2020-07-16T02:33:36,8527902,0,[],normal,34548.48,3.332222222222222,138668.48703296704,13.374661172161172,0.002777777777777768,248624.74362818594,1.7929433640469292,3983.3600000003353,5184,4358,799,0.106,1291.245389,4544.2,1282.74,"[80, 75]",sectrobin,40,30,540,80,2,706631e963f43515109dc3ed3d2dd794fdea9e0f,2020-07-15 23:53:25 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-15 23:14:03: Run 177', 'update run summary']",540,2019-01-01T00:00:00,md,md,1146960,True,continue
,178,2002-07-01T00:00:00,2002-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output178,95.833,,,Andrew Kiss,2020-07-16T05:57:26,8531386,0,[],normal,35208.0,3.3958333333333335,139779.58695652176,13.481827445652176,0.001388888888888662,248730.2698282911,1.7794463071754412,4024.320000000298,5184,4358,799,0.105,1312.0189,4617.28,1298.22,"[80, 75]",sectrobin,40,30,540,80,2,f68477ff3ca973b3929d43911ad6729dbb2a9f88,2020-07-16 03:12:54 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-16 02:34:14: Run 178', 'update run summary']",540,2019-01-01T00:00:00,md,md,1153440,True,continue
,179,2002-10-01T00:00:00,2003-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output179,96.618,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart179,43.761,Andrew Kiss,2020-07-16T09:21:17,8532301,0,[],normal,35199.36,3.395,139745.28521739133,13.478519021739132,0.0024999999999999467,248648.90066225166,1.7793008205997585,3983.3600000003353,5184,4358,799,0.107,1326.761049,4522.43,1319.3,"[80, 75]",sectrobin,40,30,540,80,2,3d127b989d57cbe386ad7e574955e1a9af6711c4,2020-07-16 06:36:02 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-16 05:58:00: Run 179', 'update run summary']",540,2019-01-01T00:00:00,md,md,1159920,True,continue
,180,2003-01-01T00:00:00,2003-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output180,95.624,,,Andrew Kiss,2020-07-16T12:40:41,8533727,0,[],normal,34430.4,3.3208333333333333,139730.04,13.477048611111112,0.0024999999999999467,248644.81444333,1.779465707183151,4003.839999999851,5184,4358,799,0.109,1328.001346,4578.35,1325.47,"[80, 75]",sectrobin,40,30,540,80,2,00fe5ee59f27649ab8643953fb1452f28ed59589,2020-07-16 10:44:35 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-16 09:21:52: Run 180', 'update run summary', 'update run summary']",540,2019-01-01T00:00:00,md,md,1166400,True,continue
,181,2003-04-01T00:00:00,2003-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output181,95.646,,,Andrew Kiss,2020-07-16T16:01:50,8538838,0,[],normal,34738.56,3.3505555555555557,139431.418021978,13.448246336996338,0.0019444444444443043,248687.67785234898,1.7835842264269977,3983.3600000003353,5184,4358,799,0.107,1309.995498,4554.69,1303.46,"[80, 75]",sectrobin,40,30,540,80,2,2acb437c0162a659bd749fdf2aca6f5fd807a56a,2020-07-16 13:27:16 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-16 12:41:11: Run 181', 'update run summary']",540,2019-01-01T00:00:00,md,md,1172880,True,continue
,182,2003-07-01T00:00:00,2003-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output182,96.158,,,Andrew Kiss,2020-07-17T00:19:06,8555143,0,[],normal,35510.4,3.425,140980.14782608696,13.597622282608697,4.8627777777777785,102832.10081780399,0.7294083770195617,3993.5999999996275,5184,4358,799,0.107,1326.968696,4620.99,1320.92,"[80, 75]",sectrobin,40,30,540,80,2,d2ec5017375a4029ceb75fa95381c38bea08bd9b,2020-07-16 20:54:16 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['update run summary', '2020-07-16 20:54:16: Run 182']",540,2019-01-01T00:00:00,md,md,1179360,True,continue
,183,2003-10-01T00:00:00,2004-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output183,96.815,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart183,43.774,Andrew Kiss,2020-07-17T03:45:12,8561365,0,[],normal,35588.16,3.4325,141288.8634782609,13.627398097826088,0.0024999999999999467,248650.89956331882,1.759876139152163,3973.1200000001118,5184,4358,799,0.111,1394.963586,4634.96,1390.97,"[80, 75]",sectrobin,40,30,540,80,2,61304268a147f87fa67ccda18a9a29400a7bda0c,2020-07-17 01:06:38 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-17 00:19:42: Run 183', 'update run summary']",540,2019-01-01T00:00:00,md,md,1185840,True,continue
,184,2004-01-01T00:00:00,2004-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output184,96.243,,,Andrew Kiss,2020-07-17T07:06:36,8565357,0,[],normal,34784.64,3.355,139616.370989011,13.466085164835164,0.0016666666666664831,248708.44885799405,1.7813702440208075,3891.2000000001863,5184,4358,799,0.109,1337.207453,4599.25,1330.86,"[80, 75]",sectrobin,40,30,540,80,2,77bd5652343033eadbebcf6a3aee4d06d2bfe719,2020-07-17 04:36:22 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-17 03:45:50: Run 184', 'update run summary']",540,2019-01-01T00:00:00,md,md,1192320,True,continue
,185,2004-04-01T00:00:00,2004-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output185,95.783,,,Andrew Kiss,2020-07-17T10:27:52,8568100,0,[],normal,34761.6,3.352777777777778,139523.8945054945,13.45716575091575,0.0016666666666664831,248708.36700894337,1.7825503501778266,3993.5999999996275,5184,4358,799,0.11,1345.301577,4570.21,1338.43,"[80, 75]",sectrobin,40,30,540,80,2,1f78a4c53f1f9b4867a108e3cda327bf4384d43b,2020-07-17 07:41:59 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-17 07:07:12: Run 185', 'update run summary']",540,2019-01-01T00:00:00,md,md,1198800,True,continue
,186,2004-07-01T00:00:00,2004-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output186,95.819,,,Andrew Kiss,2020-07-17T13:52:35,8571967,0,[],normal,35354.88,3.41,140362.71652173914,13.538070652173914,0.0019444444444443043,248690.19229829847,1.7717681622368837,3973.1200000001118,5184,4358,799,0.107,1334.654294,4595.47,1324.99,"[80, 75]",sectrobin,40,30,540,80,2,dbcae9e1c99bfeb8f9fbb6593093653251a70fc1,2020-07-17 11:07:54 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-17 10:28:24: Run 186', 'update run summary']",540,2019-01-01T00:00:00,md,md,1205280,True,continue
,187,2004-10-01T00:00:00,2005-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output187,96.459,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart187,43.754,Andrew Kiss,2020-07-17T17:16:31,8576766,0,[],normal,35115.84,3.3869444444444445,139413.70173913043,13.446537590579712,0.011944444444444535,247957.5495259888,1.778573744422658,3993.5999999996275,5184,4358,799,0.107,1327.509499,4511.16,1324.75,"[80, 75]",sectrobin,40,30,540,80,2,fed72f23838d3121919249ae6246be854a641569,2020-07-17 14:38:11 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-17 13:53:46: Run 187', 'update run summary']",540,2019-01-01T00:00:00,md,md,1211760,True,continue
